set,cluster,num_images
1,S1_cluster0,3
1,S1_cluster1,2
1,S1_cluster10,2
1,S1_cluster100,4
1,S1_cluster11,6
1,S1_cluster12,2
1,S1_cluster13,2
1,S1_cluster14,5
1,S1_cluster15,2
1,S1_cluster16,2
1,S1_cluster17,4
1,S1_cluster18,3
1,S1_cluster19,2
1,S1_cluster2,3
1,S1_cluster20,7
1,S1_cluster21,6
1,S1_cluster22,8
1,S1_cluster23,2
1,S1_cluster24,27
1,S1_cluster25,6
1,S1_cluster26,2
1,S1_cluster27,4
1,S1_cluster28,2
1,S1_cluster29,65
1,S1_cluster3,2
1,S1_cluster30,2
1,S1_cluster31,2
1,S1_cluster32,2
1,S1_cluster33,2
1,S1_cluster34,2
1,S1_cluster35,5
1,S1_cluster36,16
1,S1_cluster37,2
1,S1_cluster38,56
1,S1_cluster39,4
1,S1_cluster4,3
1,S1_cluster40,4
1,S1_cluster41,3
1,S1_cluster42,2
1,S1_cluster43,10
1,S1_cluster44,2
1,S1_cluster45,2
1,S1_cluster46,25
1,S1_cluster47,5
1,S1_cluster48,2
1,S1_cluster49,92
1,S1_cluster5,8
1,S1_cluster50,2
1,S1_cluster51,4
1,S1_cluster52,4
1,S1_cluster53,2
1,S1_cluster54,2
1,S1_cluster55,2
1,S1_cluster56,2
1,S1_cluster57,6
1,S1_cluster58,7
1,S1_cluster59,4
1,S1_cluster6,3
1,S1_cluster60,2
1,S1_cluster61,5
1,S1_cluster62,7
1,S1_cluster63,10
1,S1_cluster64,2
1,S1_cluster65,2
1,S1_cluster66,2
1,S1_cluster67,2
1,S1_cluster68,4
1,S1_cluster69,2
1,S1_cluster7,2
1,S1_cluster70,2
1,S1_cluster71,2
1,S1_cluster72,12
1,S1_cluster73,12
1,S1_cluster74,2
1,S1_cluster75,2
1,S1_cluster76,4
1,S1_cluster77,2
1,S1_cluster78,2
1,S1_cluster79,4
1,S1_cluster8,2
1,S1_cluster80,22
1,S1_cluster81,8
1,S1_cluster82,45
1,S1_cluster83,47
1,S1_cluster84,4
1,S1_cluster85,4
1,S1_cluster86,3
1,S1_cluster87,2
1,S1_cluster88,11
1,S1_cluster89,6
1,S1_cluster9,2
1,S1_cluster90,5
1,S1_cluster91,15
1,S1_cluster92,12
1,S1_cluster93,38
1,S1_cluster94,2
1,S1_cluster95,6
1,S1_cluster96,2
1,S1_cluster97,3
1,S1_cluster98,2
1,S1_cluster99,2
1,noise,211
2,S2_cluster0,2
2,S2_cluster1,2
2,S2_cluster10,3
2,S2_cluster100,2
2,S2_cluster101,6
2,S2_cluster102,2
2,S2_cluster103,2
2,S2_cluster104,4
2,S2_cluster105,4
2,S2_cluster106,2
2,S2_cluster107,4
2,S2_cluster108,2
2,S2_cluster109,2
2,S2_cluster11,5
2,S2_cluster110,2
2,S2_cluster111,2
2,S2_cluster112,2
2,S2_cluster113,2
2,S2_cluster114,2
2,S2_cluster115,2
2,S2_cluster116,2
2,S2_cluster117,2
2,S2_cluster118,81
2,S2_cluster12,13
2,S2_cluster13,2
2,S2_cluster14,2
2,S2_cluster15,4
2,S2_cluster16,2
2,S2_cluster17,12
2,S2_cluster18,3
2,S2_cluster19,3
2,S2_cluster2,2
2,S2_cluster20,9
2,S2_cluster21,2
2,S2_cluster22,2
2,S2_cluster23,4
2,S2_cluster24,2
2,S2_cluster25,2
2,S2_cluster26,2
2,S2_cluster27,22
2,S2_cluster28,26
2,S2_cluster29,2
2,S2_cluster3,36
2,S2_cluster30,2
2,S2_cluster31,4
2,S2_cluster32,3
2,S2_cluster33,2
2,S2_cluster34,3
2,S2_cluster35,4
2,S2_cluster36,4
2,S2_cluster37,4
2,S2_cluster38,4
2,S2_cluster39,2
2,S2_cluster4,2
2,S2_cluster40,2
2,S2_cluster41,2
2,S2_cluster42,4
2,S2_cluster43,3
2,S2_cluster44,18
2,S2_cluster45,53
2,S2_cluster46,4
2,S2_cluster47,27
2,S2_cluster48,2
2,S2_cluster49,8
2,S2_cluster5,81
2,S2_cluster50,4
2,S2_cluster51,3
2,S2_cluster52,6
2,S2_cluster53,2
2,S2_cluster54,2
2,S2_cluster55,2
2,S2_cluster56,2
2,S2_cluster57,2
2,S2_cluster58,2
2,S2_cluster59,2
2,S2_cluster6,4
2,S2_cluster60,4
2,S2_cluster61,6
2,S2_cluster62,9
2,S2_cluster63,2
2,S2_cluster64,2
2,S2_cluster65,8
2,S2_cluster66,8
2,S2_cluster67,3
2,S2_cluster68,48
2,S2_cluster69,5
2,S2_cluster7,14
2,S2_cluster70,7
2,S2_cluster71,2
2,S2_cluster72,2
2,S2_cluster73,2
2,S2_cluster74,4
2,S2_cluster75,2
2,S2_cluster76,2
2,S2_cluster77,12
2,S2_cluster78,7
2,S2_cluster79,2
2,S2_cluster8,16
2,S2_cluster80,4
2,S2_cluster81,2
2,S2_cluster82,3
2,S2_cluster83,2
2,S2_cluster84,3
2,S2_cluster85,14
2,S2_cluster86,10
2,S2_cluster87,2
2,S2_cluster88,2
2,S2_cluster89,8
2,S2_cluster9,3
2,S2_cluster90,4
2,S2_cluster91,4
2,S2_cluster92,4
2,S2_cluster93,2
2,S2_cluster94,2
2,S2_cluster95,2
2,S2_cluster96,2
2,S2_cluster97,4
2,S2_cluster98,2
2,S2_cluster99,2
2,noise,192
3,S3_cluster0,27
3,S3_cluster1,31
3,S3_cluster10,2
3,S3_cluster100,2
3,S3_cluster101,9
3,S3_cluster102,2
3,S3_cluster103,11
3,S3_cluster104,2
3,S3_cluster105,14
3,S3_cluster106,2
3,S3_cluster107,2
3,S3_cluster108,2
3,S3_cluster109,3
3,S3_cluster11,2
3,S3_cluster110,2
3,S3_cluster111,4
3,S3_cluster112,6
3,S3_cluster113,4
3,S3_cluster114,2
3,S3_cluster115,2
3,S3_cluster116,2
3,S3_cluster117,2
3,S3_cluster118,2
3,S3_cluster119,2
3,S3_cluster12,2
3,S3_cluster120,60
3,S3_cluster121,14
3,S3_cluster122,6
3,S3_cluster123,7
3,S3_cluster124,6
3,S3_cluster125,3
3,S3_cluster126,2
3,S3_cluster127,2
3,S3_cluster128,2
3,S3_cluster129,3
3,S3_cluster13,2
3,S3_cluster130,6
3,S3_cluster131,2
3,S3_cluster132,2
3,S3_cluster133,2
3,S3_cluster134,2
3,S3_cluster135,2
3,S3_cluster136,4
3,S3_cluster137,2
3,S3_cluster138,2
3,S3_cluster139,2
3,S3_cluster14,2
3,S3_cluster140,2
3,S3_cluster141,2
3,S3_cluster142,2
3,S3_cluster143,2
3,S3_cluster144,2
3,S3_cluster145,2
3,S3_cluster146,2
3,S3_cluster15,2
3,S3_cluster16,2
3,S3_cluster17,2
3,S3_cluster18,4
3,S3_cluster19,2
3,S3_cluster2,5
3,S3_cluster20,11
3,S3_cluster21,2
3,S3_cluster22,2
3,S3_cluster23,10
3,S3_cluster24,12
3,S3_cluster25,10
3,S3_cluster26,12
3,S3_cluster27,5
3,S3_cluster28,4
3,S3_cluster29,10
3,S3_cluster3,39
3,S3_cluster30,4
3,S3_cluster31,2
3,S3_cluster32,11
3,S3_cluster33,6
3,S3_cluster34,6
3,S3_cluster35,8
3,S3_cluster36,2
3,S3_cluster37,3
3,S3_cluster38,4
3,S3_cluster39,2
3,S3_cluster4,39
3,S3_cluster40,2
3,S3_cluster41,4
3,S3_cluster42,27
3,S3_cluster43,35
3,S3_cluster44,2
3,S3_cluster45,2
3,S3_cluster46,2
3,S3_cluster47,2
3,S3_cluster48,4
3,S3_cluster49,7
3,S3_cluster5,2
3,S3_cluster50,7
3,S3_cluster51,4
3,S3_cluster52,5
3,S3_cluster53,4
3,S3_cluster54,6
3,S3_cluster55,4
3,S3_cluster56,6
3,S3_cluster57,3
3,S3_cluster58,10
3,S3_cluster59,5
3,S3_cluster6,2
3,S3_cluster60,4
3,S3_cluster61,3
3,S3_cluster62,7
3,S3_cluster63,8
3,S3_cluster64,3
3,S3_cluster65,2
3,S3_cluster66,4
3,S3_cluster67,2
3,S3_cluster68,4
3,S3_cluster69,2
3,S3_cluster7,2
3,S3_cluster70,4
3,S3_cluster71,3
3,S3_cluster72,6
3,S3_cluster73,2
3,S3_cluster74,2
3,S3_cluster75,2
3,S3_cluster76,4
3,S3_cluster77,4
3,S3_cluster78,2
3,S3_cluster79,4
3,S3_cluster8,2
3,S3_cluster80,4
3,S3_cluster81,2
3,S3_cluster82,5
3,S3_cluster83,4
3,S3_cluster84,2
3,S3_cluster85,2
3,S3_cluster86,2
3,S3_cluster87,3
3,S3_cluster88,3
3,S3_cluster89,2
3,S3_cluster9,2
3,S3_cluster90,2
3,S3_cluster91,2
3,S3_cluster92,2
3,S3_cluster93,5
3,S3_cluster94,3
3,S3_cluster95,5
3,S3_cluster96,10
3,S3_cluster97,3
3,S3_cluster98,8
3,S3_cluster99,8
3,noise,189
4,S4_cluster0,6
4,S4_cluster1,2
4,S4_cluster10,2
4,S4_cluster100,2
4,S4_cluster101,5
4,S4_cluster102,2
4,S4_cluster103,4
4,S4_cluster104,2
4,S4_cluster105,4
4,S4_cluster106,2
4,S4_cluster107,2
4,S4_cluster108,4
4,S4_cluster109,2
4,S4_cluster11,8
4,S4_cluster110,15
4,S4_cluster111,4
4,S4_cluster112,6
4,S4_cluster113,3
4,S4_cluster114,2
4,S4_cluster115,3
4,S4_cluster116,2
4,S4_cluster117,2
4,S4_cluster118,3
4,S4_cluster119,2
4,S4_cluster12,2
4,S4_cluster120,2
4,S4_cluster121,2
4,S4_cluster122,6
4,S4_cluster123,2
4,S4_cluster124,3
4,S4_cluster125,3
4,S4_cluster126,2
4,S4_cluster127,4
4,S4_cluster128,2
4,S4_cluster129,2
4,S4_cluster13,2
4,S4_cluster130,2
4,S4_cluster131,2
4,S4_cluster132,2
4,S4_cluster133,2
4,S4_cluster134,3
4,S4_cluster135,2
4,S4_cluster136,2
4,S4_cluster137,6
4,S4_cluster138,6
4,S4_cluster139,6
4,S4_cluster14,3
4,S4_cluster140,6
4,S4_cluster141,6
4,S4_cluster142,6
4,S4_cluster143,6
4,S4_cluster144,5
4,S4_cluster145,2
4,S4_cluster146,2
4,S4_cluster147,5
4,S4_cluster148,6
4,S4_cluster149,6
4,S4_cluster15,2
4,S4_cluster150,2
4,S4_cluster151,6
4,S4_cluster152,6
4,S4_cluster153,16
4,S4_cluster154,2
4,S4_cluster155,3
4,S4_cluster156,2
4,S4_cluster157,6
4,S4_cluster158,2
4,S4_cluster159,2
4,S4_cluster16,12
4,S4_cluster160,3
4,S4_cluster161,2
4,S4_cluster17,4
4,S4_cluster18,2
4,S4_cluster19,2
4,S4_cluster2,2
4,S4_cluster20,2
4,S4_cluster21,2
4,S4_cluster22,2
4,S4_cluster23,8
4,S4_cluster24,2
4,S4_cluster25,2
4,S4_cluster26,2
4,S4_cluster27,2
4,S4_cluster28,2
4,S4_cluster29,47
4,S4_cluster3,2
4,S4_cluster30,4
4,S4_cluster31,7
4,S4_cluster32,12
4,S4_cluster33,6
4,S4_cluster34,2
4,S4_cluster35,2
4,S4_cluster36,16
4,S4_cluster37,2
4,S4_cluster38,2
4,S4_cluster39,49
4,S4_cluster4,2
4,S4_cluster40,2
4,S4_cluster41,2
4,S4_cluster42,2
4,S4_cluster43,2
4,S4_cluster44,2
4,S4_cluster45,4
4,S4_cluster46,7
4,S4_cluster47,2
4,S4_cluster48,2
4,S4_cluster49,2
4,S4_cluster5,2
4,S4_cluster50,6
4,S4_cluster51,11
4,S4_cluster52,2
4,S4_cluster53,2
4,S4_cluster54,2
4,S4_cluster55,2
4,S4_cluster56,2
4,S4_cluster57,2
4,S4_cluster58,2
4,S4_cluster59,2
4,S4_cluster6,2
4,S4_cluster60,2
4,S4_cluster61,2
4,S4_cluster62,2
4,S4_cluster63,2
4,S4_cluster64,3
4,S4_cluster65,5
4,S4_cluster66,3
4,S4_cluster67,4
4,S4_cluster68,6
4,S4_cluster69,2
4,S4_cluster7,2
4,S4_cluster70,2
4,S4_cluster71,2
4,S4_cluster72,2
4,S4_cluster73,4
4,S4_cluster74,2
4,S4_cluster75,3
4,S4_cluster76,2
4,S4_cluster77,2
4,S4_cluster78,3
4,S4_cluster79,2
4,S4_cluster8,2
4,S4_cluster80,4
4,S4_cluster81,2
4,S4_cluster82,2
4,S4_cluster83,2
4,S4_cluster84,4
4,S4_cluster85,2
4,S4_cluster86,2
4,S4_cluster87,4
4,S4_cluster88,5
4,S4_cluster89,2
4,S4_cluster9,4
4,S4_cluster90,6
4,S4_cluster91,2
4,S4_cluster92,4
4,S4_cluster93,65
4,S4_cluster94,3
4,S4_cluster95,3
4,S4_cluster96,2
4,S4_cluster97,6
4,S4_cluster98,3
4,S4_cluster99,2
4,noise,288
5,S5_cluster0,6
5,S5_cluster1,5
5,S5_cluster10,2
5,S5_cluster100,2
5,S5_cluster101,2
5,S5_cluster102,8
5,S5_cluster103,4
5,S5_cluster104,2
5,S5_cluster105,2
5,S5_cluster106,2
5,S5_cluster107,5
5,S5_cluster108,2
5,S5_cluster109,3
5,S5_cluster11,4
5,S5_cluster110,3
5,S5_cluster111,3
5,S5_cluster112,2
5,S5_cluster113,6
5,S5_cluster114,17
5,S5_cluster115,13
5,S5_cluster116,10
5,S5_cluster117,10
5,S5_cluster118,2
5,S5_cluster119,8
5,S5_cluster12,19
5,S5_cluster120,6
5,S5_cluster121,6
5,S5_cluster122,2
5,S5_cluster123,2
5,S5_cluster124,45
5,S5_cluster125,2
5,S5_cluster126,3
5,S5_cluster127,2
5,S5_cluster128,2
5,S5_cluster129,2
5,S5_cluster13,3
5,S5_cluster130,4
5,S5_cluster131,2
5,S5_cluster132,2
5,S5_cluster133,3
5,S5_cluster134,2
5,S5_cluster135,2
5,S5_cluster136,2
5,S5_cluster137,4
5,S5_cluster138,3
5,S5_cluster139,6
5,S5_cluster14,2
5,S5_cluster140,4
5,S5_cluster141,2
5,S5_cluster142,6
5,S5_cluster143,6
5,S5_cluster144,3
5,S5_cluster145,2
5,S5_cluster146,3
5,S5_cluster147,2
5,S5_cluster148,6
5,S5_cluster149,4
5,S5_cluster15,2
5,S5_cluster150,3
5,S5_cluster151,3
5,S5_cluster152,3
5,S5_cluster153,3
5,S5_cluster16,2
5,S5_cluster17,21
5,S5_cluster18,4
5,S5_cluster19,14
5,S5_cluster2,24
5,S5_cluster20,4
5,S5_cluster21,6
5,S5_cluster22,3
5,S5_cluster23,4
5,S5_cluster24,2
5,S5_cluster25,3
5,S5_cluster26,5
5,S5_cluster27,3
5,S5_cluster28,3
5,S5_cluster29,12
5,S5_cluster3,2
5,S5_cluster30,7
5,S5_cluster31,2
5,S5_cluster32,2
5,S5_cluster33,12
5,S5_cluster34,12
5,S5_cluster35,12
5,S5_cluster36,12
5,S5_cluster37,4
5,S5_cluster38,6
5,S5_cluster39,2
5,S5_cluster4,2
5,S5_cluster40,2
5,S5_cluster41,11
5,S5_cluster42,2
5,S5_cluster43,27
5,S5_cluster44,2
5,S5_cluster45,2
5,S5_cluster46,4
5,S5_cluster47,5
5,S5_cluster48,5
5,S5_cluster49,3
5,S5_cluster5,2
5,S5_cluster50,4
5,S5_cluster51,2
5,S5_cluster52,2
5,S5_cluster53,2
5,S5_cluster54,2
5,S5_cluster55,2
5,S5_cluster56,2
5,S5_cluster57,9
5,S5_cluster58,25
5,S5_cluster59,6
5,S5_cluster6,2
5,S5_cluster60,3
5,S5_cluster61,4
5,S5_cluster62,5
5,S5_cluster63,4
5,S5_cluster64,2
5,S5_cluster65,2
5,S5_cluster66,2
5,S5_cluster67,2
5,S5_cluster68,5
5,S5_cluster69,5
5,S5_cluster7,2
5,S5_cluster70,2
5,S5_cluster71,2
5,S5_cluster72,2
5,S5_cluster73,2
5,S5_cluster74,2
5,S5_cluster75,2
5,S5_cluster76,4
5,S5_cluster77,2
5,S5_cluster78,2
5,S5_cluster79,2
5,S5_cluster8,20
5,S5_cluster80,3
5,S5_cluster81,3
5,S5_cluster82,2
5,S5_cluster83,4
5,S5_cluster84,3
5,S5_cluster85,41
5,S5_cluster86,2
5,S5_cluster87,4
5,S5_cluster88,4
5,S5_cluster89,2
5,S5_cluster9,4
5,S5_cluster90,2
5,S5_cluster91,2
5,S5_cluster92,2
5,S5_cluster93,2
5,S5_cluster94,3
5,S5_cluster95,2
5,S5_cluster96,2
5,S5_cluster97,2
5,S5_cluster98,2
5,S5_cluster99,2
5,noise,220
6,S6_cluster0,2
6,S6_cluster1,4
6,S6_cluster10,2
6,S6_cluster100,2
6,S6_cluster101,2
6,S6_cluster102,2
6,S6_cluster103,2
6,S6_cluster104,2
6,S6_cluster105,2
6,S6_cluster106,4
6,S6_cluster107,2
6,S6_cluster108,2
6,S6_cluster109,2
6,S6_cluster11,4
6,S6_cluster110,2
6,S6_cluster111,8
6,S6_cluster112,4
6,S6_cluster113,2
6,S6_cluster114,2
6,S6_cluster115,2
6,S6_cluster116,2
6,S6_cluster117,2
6,S6_cluster118,8
6,S6_cluster119,2
6,S6_cluster12,2
6,S6_cluster120,2
6,S6_cluster121,2
6,S6_cluster122,2
6,S6_cluster123,2
6,S6_cluster124,2
6,S6_cluster125,4
6,S6_cluster13,2
6,S6_cluster14,2
6,S6_cluster15,2
6,S6_cluster16,43
6,S6_cluster17,2
6,S6_cluster18,12
6,S6_cluster19,2
6,S6_cluster2,2
6,S6_cluster20,18
6,S6_cluster21,2
6,S6_cluster22,8
6,S6_cluster23,2
6,S6_cluster24,2
6,S6_cluster25,2
6,S6_cluster26,2
6,S6_cluster27,2
6,S6_cluster28,126
6,S6_cluster29,159
6,S6_cluster3,3
6,S6_cluster30,2
6,S6_cluster31,4
6,S6_cluster32,3
6,S6_cluster33,2
6,S6_cluster34,2
6,S6_cluster35,2
6,S6_cluster36,2
6,S6_cluster37,2
6,S6_cluster38,2
6,S6_cluster39,4
6,S6_cluster4,3
6,S6_cluster40,8
6,S6_cluster41,4
6,S6_cluster42,2
6,S6_cluster43,4
6,S6_cluster44,4
6,S6_cluster45,2
6,S6_cluster46,2
6,S6_cluster47,2
6,S6_cluster48,2
6,S6_cluster49,2
6,S6_cluster5,3
6,S6_cluster50,3
6,S6_cluster51,8
6,S6_cluster52,6
6,S6_cluster53,2
6,S6_cluster54,2
6,S6_cluster55,2
6,S6_cluster56,2
6,S6_cluster57,2
6,S6_cluster58,3
6,S6_cluster59,2
6,S6_cluster6,3
6,S6_cluster60,3
6,S6_cluster61,3
6,S6_cluster62,3
6,S6_cluster63,2
6,S6_cluster64,2
6,S6_cluster65,2
6,S6_cluster66,2
6,S6_cluster67,4
6,S6_cluster68,2
6,S6_cluster69,4
6,S6_cluster7,2
6,S6_cluster70,4
6,S6_cluster71,14
6,S6_cluster72,3
6,S6_cluster73,2
6,S6_cluster74,11
6,S6_cluster75,2
6,S6_cluster76,2
6,S6_cluster77,3
6,S6_cluster78,2
6,S6_cluster79,3
6,S6_cluster8,18
6,S6_cluster80,2
6,S6_cluster81,5
6,S6_cluster82,5
6,S6_cluster83,8
6,S6_cluster84,8
6,S6_cluster85,7
6,S6_cluster86,2
6,S6_cluster87,2
6,S6_cluster88,3
6,S6_cluster89,3
6,S6_cluster9,127
6,S6_cluster90,4
6,S6_cluster91,2
6,S6_cluster92,4
6,S6_cluster93,2
6,S6_cluster94,2
6,S6_cluster95,4
6,S6_cluster96,2
6,S6_cluster97,2
6,S6_cluster98,3
6,S6_cluster99,2
6,noise,133
7,S7_cluster0,2
7,S7_cluster1,128
7,S7_cluster10,2
7,S7_cluster100,2
7,S7_cluster101,3
7,S7_cluster102,2
7,S7_cluster103,3
7,S7_cluster104,2
7,S7_cluster105,18
7,S7_cluster106,2
7,S7_cluster107,2
7,S7_cluster108,3
7,S7_cluster109,3
7,S7_cluster11,4
7,S7_cluster110,2
7,S7_cluster111,2
7,S7_cluster112,2
7,S7_cluster113,4
7,S7_cluster114,6
7,S7_cluster115,3
7,S7_cluster116,5
7,S7_cluster117,5
7,S7_cluster118,3
7,S7_cluster119,3
7,S7_cluster12,2
7,S7_cluster120,2
7,S7_cluster121,2
7,S7_cluster122,2
7,S7_cluster123,9
7,S7_cluster124,2
7,S7_cluster125,4
7,S7_cluster126,7
7,S7_cluster127,3
7,S7_cluster128,3
7,S7_cluster129,2
7,S7_cluster13,2
7,S7_cluster130,2
7,S7_cluster131,2
7,S7_cluster132,2
7,S7_cluster133,2
7,S7_cluster134,3
7,S7_cluster135,2
7,S7_cluster136,2
7,S7_cluster137,2
7,S7_cluster138,2
7,S7_cluster139,2
7,S7_cluster14,2
7,S7_cluster140,2
7,S7_cluster141,2
7,S7_cluster142,2
7,S7_cluster143,2
7,S7_cluster144,2
7,S7_cluster145,2
7,S7_cluster146,2
7,S7_cluster147,2
7,S7_cluster148,2
7,S7_cluster149,2
7,S7_cluster15,2
7,S7_cluster16,2
7,S7_cluster17,2
7,S7_cluster18,8
7,S7_cluster19,2
7,S7_cluster2,2
7,S7_cluster20,4
7,S7_cluster21,2
7,S7_cluster22,2
7,S7_cluster23,3
7,S7_cluster24,2
7,S7_cluster25,2
7,S7_cluster26,3
7,S7_cluster27,2
7,S7_cluster28,2
7,S7_cluster29,4
7,S7_cluster3,2
7,S7_cluster30,2
7,S7_cluster31,2
7,S7_cluster32,2
7,S7_cluster33,2
7,S7_cluster34,6
7,S7_cluster35,6
7,S7_cluster36,4
7,S7_cluster37,5
7,S7_cluster38,9
7,S7_cluster39,6
7,S7_cluster4,2
7,S7_cluster40,9
7,S7_cluster41,7
7,S7_cluster42,20
7,S7_cluster43,18
7,S7_cluster44,6
7,S7_cluster45,7
7,S7_cluster46,2
7,S7_cluster47,10
7,S7_cluster48,10
7,S7_cluster49,2
7,S7_cluster5,2
7,S7_cluster50,6
7,S7_cluster51,4
7,S7_cluster52,2
7,S7_cluster53,2
7,S7_cluster54,2
7,S7_cluster55,44
7,S7_cluster56,4
7,S7_cluster57,2
7,S7_cluster58,7
7,S7_cluster59,4
7,S7_cluster6,2
7,S7_cluster60,2
7,S7_cluster61,2
7,S7_cluster62,2
7,S7_cluster63,2
7,S7_cluster64,2
7,S7_cluster65,5
7,S7_cluster66,9
7,S7_cluster67,5
7,S7_cluster68,2
7,S7_cluster69,21
7,S7_cluster7,2
7,S7_cluster70,4
7,S7_cluster71,4
7,S7_cluster72,2
7,S7_cluster73,2
7,S7_cluster74,16
7,S7_cluster75,2
7,S7_cluster76,2
7,S7_cluster77,2
7,S7_cluster78,2
7,S7_cluster79,2
7,S7_cluster8,2
7,S7_cluster80,2
7,S7_cluster81,27
7,S7_cluster82,35
7,S7_cluster83,4
7,S7_cluster84,4
7,S7_cluster85,4
7,S7_cluster86,4
7,S7_cluster87,2
7,S7_cluster88,2
7,S7_cluster89,31
7,S7_cluster9,3
7,S7_cluster90,2
7,S7_cluster91,4
7,S7_cluster92,2
7,S7_cluster93,2
7,S7_cluster94,5
7,S7_cluster95,2
7,S7_cluster96,2
7,S7_cluster97,4
7,S7_cluster98,5
7,S7_cluster99,2
7,noise,200
8,S8_cluster0,4
8,S8_cluster1,2
8,S8_cluster10,3
8,S8_cluster100,2
8,S8_cluster101,4
8,S8_cluster102,2
8,S8_cluster103,2
8,S8_cluster104,2
8,S8_cluster105,2
8,S8_cluster106,4
8,S8_cluster107,4
8,S8_cluster108,4
8,S8_cluster109,4
8,S8_cluster11,8
8,S8_cluster110,4
8,S8_cluster111,3
8,S8_cluster112,4
8,S8_cluster113,4
8,S8_cluster114,4
8,S8_cluster115,3
8,S8_cluster12,2
8,S8_cluster13,2
8,S8_cluster14,2
8,S8_cluster15,2
8,S8_cluster16,2
8,S8_cluster17,10
8,S8_cluster18,13
8,S8_cluster19,9
8,S8_cluster2,2
8,S8_cluster20,7
8,S8_cluster21,6
8,S8_cluster22,2
8,S8_cluster23,2
8,S8_cluster24,3
8,S8_cluster25,8
8,S8_cluster26,2
8,S8_cluster27,6
8,S8_cluster28,2
8,S8_cluster29,9
8,S8_cluster3,2
8,S8_cluster30,2
8,S8_cluster31,10
8,S8_cluster32,22
8,S8_cluster33,5
8,S8_cluster34,2
8,S8_cluster35,10
8,S8_cluster36,4
8,S8_cluster37,172
8,S8_cluster38,2
8,S8_cluster39,5
8,S8_cluster4,3
8,S8_cluster40,2
8,S8_cluster41,5
8,S8_cluster42,6
8,S8_cluster43,6
8,S8_cluster44,4
8,S8_cluster45,13
8,S8_cluster46,12
8,S8_cluster47,2
8,S8_cluster48,2
8,S8_cluster49,6
8,S8_cluster5,2
8,S8_cluster50,3
8,S8_cluster51,2
8,S8_cluster52,3
8,S8_cluster53,3
8,S8_cluster54,2
8,S8_cluster55,2
8,S8_cluster56,2
8,S8_cluster57,4
8,S8_cluster58,7
8,S8_cluster59,4
8,S8_cluster6,2
8,S8_cluster60,3
8,S8_cluster61,3
8,S8_cluster62,2
8,S8_cluster63,2
8,S8_cluster64,8
8,S8_cluster65,6
8,S8_cluster66,2
8,S8_cluster67,11
8,S8_cluster68,12
8,S8_cluster69,20
8,S8_cluster7,2
8,S8_cluster70,4
8,S8_cluster71,2
8,S8_cluster72,3
8,S8_cluster73,2
8,S8_cluster74,2
8,S8_cluster75,2
8,S8_cluster76,6
8,S8_cluster77,3
8,S8_cluster78,2
8,S8_cluster79,4
8,S8_cluster8,4
8,S8_cluster80,3
8,S8_cluster81,3
8,S8_cluster82,4
8,S8_cluster83,4
8,S8_cluster84,3
8,S8_cluster85,6
8,S8_cluster86,2
8,S8_cluster87,2
8,S8_cluster88,2
8,S8_cluster89,2
8,S8_cluster9,3
8,S8_cluster90,2
8,S8_cluster91,2
8,S8_cluster92,6
8,S8_cluster93,5
8,S8_cluster94,2
8,S8_cluster95,2
8,S8_cluster96,2
8,S8_cluster97,2
8,S8_cluster98,2
8,S8_cluster99,2
8,noise,341
9,S9_cluster0,3
9,S9_cluster1,2
9,S9_cluster10,6
9,S9_cluster100,7
9,S9_cluster101,4
9,S9_cluster102,2
9,S9_cluster103,2
9,S9_cluster104,9
9,S9_cluster105,2
9,S9_cluster106,2
9,S9_cluster107,2
9,S9_cluster108,2
9,S9_cluster109,2
9,S9_cluster11,6
9,S9_cluster110,2
9,S9_cluster111,2
9,S9_cluster112,2
9,S9_cluster113,2
9,S9_cluster114,2
9,S9_cluster115,2
9,S9_cluster116,2
9,S9_cluster117,2
9,S9_cluster118,2
9,S9_cluster119,8
9,S9_cluster12,6
9,S9_cluster120,4
9,S9_cluster121,3
9,S9_cluster122,3
9,S9_cluster123,17
9,S9_cluster124,2
9,S9_cluster125,10
9,S9_cluster126,2
9,S9_cluster127,2
9,S9_cluster128,12
9,S9_cluster129,3
9,S9_cluster13,6
9,S9_cluster130,3
9,S9_cluster131,2
9,S9_cluster132,9
9,S9_cluster133,5
9,S9_cluster134,2
9,S9_cluster135,5
9,S9_cluster136,2
9,S9_cluster137,2
9,S9_cluster138,2
9,S9_cluster139,2
9,S9_cluster14,2
9,S9_cluster140,5
9,S9_cluster141,2
9,S9_cluster142,2
9,S9_cluster143,3
9,S9_cluster144,2
9,S9_cluster145,6
9,S9_cluster146,2
9,S9_cluster147,2
9,S9_cluster148,2
9,S9_cluster149,2
9,S9_cluster15,2
9,S9_cluster150,2
9,S9_cluster151,2
9,S9_cluster152,2
9,S9_cluster153,2
9,S9_cluster154,2
9,S9_cluster155,2
9,S9_cluster156,8
9,S9_cluster157,4
9,S9_cluster158,3
9,S9_cluster159,6
9,S9_cluster16,2
9,S9_cluster17,2
9,S9_cluster18,10
9,S9_cluster19,36
9,S9_cluster2,2
9,S9_cluster20,2
9,S9_cluster21,7
9,S9_cluster22,3
9,S9_cluster23,2
9,S9_cluster24,2
9,S9_cluster25,6
9,S9_cluster26,6
9,S9_cluster27,6
9,S9_cluster28,6
9,S9_cluster29,6
9,S9_cluster3,2
9,S9_cluster30,6
9,S9_cluster31,6
