set,cluster,num_images
111,S111_cluster1,2
111,S111_cluster10,2
111,S111_cluster100,2
111,S111_cluster101,2
111,S111_cluster102,2
111,S111_cluster103,2
111,S111_cluster104,2
111,S111_cluster105,2
111,S111_cluster106,2
111,S111_cluster107,4
111,S111_cluster108,2
111,S111_cluster109,2
111,S111_cluster11,2
111,S111_cluster110,2
111,S111_cluster111,2
111,S111_cluster112,2
111,S111_cluster113,2
111,S111_cluster114,3
111,S111_cluster115,2
111,S111_cluster116,2
111,S111_cluster117,2
111,S111_cluster118,2
111,S111_cluster119,2
111,S111_cluster12,4
111,S111_cluster120,2
111,S111_cluster121,2
111,S111_cluster122,2
111,S111_cluster123,2
111,S111_cluster124,2
111,S111_cluster125,2
111,S111_cluster126,2
111,S111_cluster127,2
111,S111_cluster128,2
111,S111_cluster129,2
111,S111_cluster13,3
111,S111_cluster130,3
111,S111_cluster131,2
111,S111_cluster132,2
111,S111_cluster133,3
111,S111_cluster134,2
111,S111_cluster135,2
111,S111_cluster136,2
111,S111_cluster137,2
111,S111_cluster138,2
111,S111_cluster139,2
111,S111_cluster14,4
111,S111_cluster140,2
111,S111_cluster141,2
111,S111_cluster142,2
111,S111_cluster143,3
111,S111_cluster144,3
111,S111_cluster145,2
111,S111_cluster146,2
111,S111_cluster147,2
111,S111_cluster148,3
111,S111_cluster149,2
111,S111_cluster15,4
111,S111_cluster150,2
111,S111_cluster151,2
111,S111_cluster152,3
111,S111_cluster153,2
111,S111_cluster154,2
111,S111_cluster16,6
111,S111_cluster17,2
111,S111_cluster18,2
111,S111_cluster19,3
111,S111_cluster2,3
111,S111_cluster20,2
111,S111_cluster21,2
111,S111_cluster22,5
111,S111_cluster23,2
111,S111_cluster24,2
111,S111_cluster25,2
111,S111_cluster26,2
111,S111_cluster27,5
111,S111_cluster28,2
111,S111_cluster29,2
111,S111_cluster3,2
111,S111_cluster30,2
111,S111_cluster31,4
111,S111_cluster32,2
111,S111_cluster33,2
111,S111_cluster34,2
111,S111_cluster35,2
111,S111_cluster36,2
111,S111_cluster37,2
111,S111_cluster38,2
111,S111_cluster39,2
111,S111_cluster4,2
111,S111_cluster40,4
111,S111_cluster41,2
111,S111_cluster42,2
111,S111_cluster43,2
111,S111_cluster44,5
111,S111_cluster45,2
111,S111_cluster46,2
111,S111_cluster47,2
111,S111_cluster48,2
111,S111_cluster49,2
111,S111_cluster5,2
111,S111_cluster50,2
111,S111_cluster51,2
111,S111_cluster52,3
111,S111_cluster53,2
111,S111_cluster54,4
111,S111_cluster55,4
111,S111_cluster56,2
111,S111_cluster57,2
111,S111_cluster58,2
111,S111_cluster59,2
111,S111_cluster6,4
111,S111_cluster60,3
111,S111_cluster61,3
111,S111_cluster62,2
111,S111_cluster63,2
111,S111_cluster64,2
111,S111_cluster65,2
111,S111_cluster66,2
111,S111_cluster67,6
111,S111_cluster68,12
111,S111_cluster69,2
111,S111_cluster7,2
111,S111_cluster70,2
111,S111_cluster71,3
111,S111_cluster72,39
111,S111_cluster73,30
111,S111_cluster74,2
111,S111_cluster75,2
111,S111_cluster76,3
111,S111_cluster77,2
111,S111_cluster78,14
111,S111_cluster79,2
111,S111_cluster8,7
111,S111_cluster80,5
111,S111_cluster81,2
111,S111_cluster82,2
111,S111_cluster83,2
111,S111_cluster84,2
111,S111_cluster85,2
111,S111_cluster86,3
111,S111_cluster87,2
111,S111_cluster88,2
111,S111_cluster89,2
111,S111_cluster9,2
111,S111_cluster90,7
111,S111_cluster91,2
111,S111_cluster92,4
111,S111_cluster93,2
111,S111_cluster94,2
111,S111_cluster95,2
111,S111_cluster96,2
111,S111_cluster97,2
111,S111_cluster98,2
111,S111_cluster99,2
111,noise,537
112,S112_cluster0,2
112,S112_cluster1,15
112,S112_cluster10,25
112,S112_cluster100,2
112,S112_cluster101,2
112,S112_cluster102,2
112,S112_cluster103,2
112,S112_cluster104,2
112,S112_cluster105,2
112,S112_cluster106,2
112,S112_cluster107,2
112,S112_cluster108,4
112,S112_cluster11,2
112,S112_cluster12,5
112,S112_cluster13,2
112,S112_cluster14,2
112,S112_cluster15,2
112,S112_cluster16,4
112,S112_cluster17,3
112,S112_cluster18,2
112,S112_cluster19,4
112,S112_cluster2,2
112,S112_cluster20,2
112,S112_cluster21,2
112,S112_cluster22,3
112,S112_cluster23,2
112,S112_cluster24,22
112,S112_cluster25,4
112,S112_cluster26,5
112,S112_cluster27,9
112,S112_cluster28,10
112,S112_cluster29,2
112,S112_cluster3,2
112,S112_cluster30,3
112,S112_cluster31,2
112,S112_cluster32,2
112,S112_cluster33,2
112,S112_cluster34,3
112,S112_cluster35,2
112,S112_cluster36,2
112,S112_cluster37,2
112,S112_cluster38,3
112,S112_cluster39,2
112,S112_cluster4,9
112,S112_cluster40,2
112,S112_cluster41,2
112,S112_cluster42,2
112,S112_cluster43,2
112,S112_cluster44,2
112,S112_cluster45,2
112,S112_cluster46,2
112,S112_cluster47,2
112,S112_cluster48,2
112,S112_cluster49,2
112,S112_cluster5,2
112,S112_cluster50,2
112,S112_cluster51,3
112,S112_cluster52,2
112,S112_cluster53,4
112,S112_cluster54,7
112,S112_cluster55,2
112,S112_cluster56,4
112,S112_cluster57,2
112,S112_cluster58,2
112,S112_cluster59,2
112,S112_cluster6,36
112,S112_cluster60,2
112,S112_cluster61,2
112,S112_cluster62,2
112,S112_cluster63,2
112,S112_cluster64,2
112,S112_cluster65,2
112,S112_cluster66,2
112,S112_cluster67,2
112,S112_cluster68,2
112,S112_cluster69,3
112,S112_cluster7,31
112,S112_cluster70,3
112,S112_cluster71,2
112,S112_cluster72,6
112,S112_cluster73,2
112,S112_cluster74,4
112,S112_cluster75,2
112,S112_cluster76,7
112,S112_cluster77,6
112,S112_cluster78,4
112,S112_cluster79,4
112,S112_cluster8,4
112,S112_cluster80,4
112,S112_cluster81,4
112,S112_cluster82,2
112,S112_cluster83,2
112,S112_cluster84,2
112,S112_cluster85,2
112,S112_cluster86,5
112,S112_cluster87,2
112,S112_cluster88,3
112,S112_cluster89,18
112,S112_cluster9,8
112,S112_cluster90,8
112,S112_cluster91,2
112,S112_cluster92,2
112,S112_cluster93,20
112,S112_cluster94,5
112,S112_cluster95,2
112,S112_cluster96,22
112,S112_cluster97,2
112,S112_cluster98,2
112,S112_cluster99,2
112,noise,512
113,S113_cluster0,13
113,S113_cluster1,2
113,S113_cluster10,13
113,S113_cluster100,2
113,S113_cluster101,2
113,S113_cluster102,3
113,S113_cluster103,2
113,S113_cluster104,2
113,S113_cluster105,2
113,S113_cluster106,2
113,S113_cluster107,3
113,S113_cluster108,2
113,S113_cluster109,2
113,S113_cluster11,2
113,S113_cluster110,3
113,S113_cluster111,2
113,S113_cluster112,4
113,S113_cluster113,3
113,S113_cluster114,2
113,S113_cluster115,2
113,S113_cluster116,2
113,S113_cluster117,2
113,S113_cluster118,4
113,S113_cluster119,11
113,S113_cluster12,2
113,S113_cluster120,4
113,S113_cluster121,2
113,S113_cluster122,17
113,S113_cluster123,3
113,S113_cluster124,2
113,S113_cluster125,4
113,S113_cluster126,2
113,S113_cluster127,12
113,S113_cluster128,2
113,S113_cluster129,3
113,S113_cluster13,2
113,S113_cluster130,7
113,S113_cluster131,3
113,S113_cluster132,2
113,S113_cluster133,2
113,S113_cluster134,2
113,S113_cluster135,2
113,S113_cluster136,2
113,S113_cluster137,2
113,S113_cluster138,2
113,S113_cluster139,2
113,S113_cluster14,4
113,S113_cluster140,2
113,S113_cluster141,2
113,S113_cluster142,2
113,S113_cluster143,2
113,S113_cluster144,2
113,S113_cluster145,2
113,S113_cluster146,2
113,S113_cluster147,2
113,S113_cluster148,2
113,S113_cluster15,3
113,S113_cluster16,3
113,S113_cluster17,2
113,S113_cluster18,2
113,S113_cluster19,2
113,S113_cluster2,10
113,S113_cluster20,5
113,S113_cluster21,4
113,S113_cluster22,2
113,S113_cluster23,2
113,S113_cluster24,3
113,S113_cluster25,2
113,S113_cluster26,3
113,S113_cluster27,2
113,S113_cluster28,2
113,S113_cluster29,3
113,S113_cluster3,2
113,S113_cluster30,2
113,S113_cluster31,6
113,S113_cluster32,4
113,S113_cluster33,4
113,S113_cluster34,4
113,S113_cluster35,2
113,S113_cluster36,2
113,S113_cluster37,2
113,S113_cluster38,8
113,S113_cluster39,2
113,S113_cluster4,3
113,S113_cluster40,2
113,S113_cluster41,5
113,S113_cluster42,2
113,S113_cluster43,2
113,S113_cluster44,2
113,S113_cluster45,2
113,S113_cluster46,2
113,S113_cluster47,2
113,S113_cluster48,2
113,S113_cluster49,2
113,S113_cluster5,3
113,S113_cluster50,2
113,S113_cluster51,2
113,S113_cluster52,4
113,S113_cluster53,2
113,S113_cluster54,4
113,S113_cluster55,2
113,S113_cluster56,2
113,S113_cluster57,2
113,S113_cluster58,2
113,S113_cluster59,2
113,S113_cluster6,9
113,S113_cluster60,7
113,S113_cluster61,4
113,S113_cluster62,2
113,S113_cluster63,2
113,S113_cluster64,2
113,S113_cluster65,2
113,S113_cluster66,3
113,S113_cluster67,2
113,S113_cluster68,2
113,S113_cluster69,3
113,S113_cluster7,4
113,S113_cluster70,2
113,S113_cluster71,7
113,S113_cluster72,2
113,S113_cluster73,7
113,S113_cluster74,2
113,S113_cluster75,2
113,S113_cluster76,2
113,S113_cluster77,2
113,S113_cluster78,6
113,S113_cluster79,2
113,S113_cluster8,2
113,S113_cluster80,2
113,S113_cluster81,2
113,S113_cluster82,3
113,S113_cluster83,2
113,S113_cluster84,2
113,S113_cluster85,2
113,S113_cluster86,2
113,S113_cluster87,2
113,S113_cluster88,5
113,S113_cluster89,2
113,S113_cluster9,2
113,S113_cluster90,2
113,S113_cluster91,2
113,S113_cluster92,2
113,S113_cluster93,2
113,S113_cluster94,2
113,S113_cluster95,2
113,S113_cluster96,2
113,S113_cluster97,2
113,S113_cluster98,2
113,S113_cluster99,2
113,noise,545
114,S114_cluster0,9
114,S114_cluster1,2
114,S114_cluster10,2
114,S114_cluster100,3
114,S114_cluster101,5
114,S114_cluster102,12
114,S114_cluster103,6
114,S114_cluster104,2
114,S114_cluster105,3
114,S114_cluster106,3
114,S114_cluster107,2
114,S114_cluster108,2
114,S114_cluster109,2
114,S114_cluster11,2
114,S114_cluster110,2
114,S114_cluster111,2
114,S114_cluster112,2
114,S114_cluster113,3
114,S114_cluster114,2
114,S114_cluster115,2
114,S114_cluster116,3
114,S114_cluster117,2
114,S114_cluster118,2
114,S114_cluster119,2
114,S114_cluster12,2
114,S114_cluster120,3
114,S114_cluster121,2
114,S114_cluster122,2
114,S114_cluster123,2
114,S114_cluster124,2
114,S114_cluster125,6
114,S114_cluster126,2
114,S114_cluster127,2
114,S114_cluster128,3
114,S114_cluster129,2
114,S114_cluster13,2
114,S114_cluster130,2
114,S114_cluster131,2
114,S114_cluster132,2
114,S114_cluster133,2
114,S114_cluster134,2
114,S114_cluster135,2
114,S114_cluster136,2
114,S114_cluster137,2
114,S114_cluster138,2
114,S114_cluster139,2
114,S114_cluster14,2
114,S114_cluster140,4
114,S114_cluster141,2
114,S114_cluster142,2
114,S114_cluster143,2
114,S114_cluster144,2
114,S114_cluster145,2
114,S114_cluster146,2
114,S114_cluster15,14
114,S114_cluster16,7
114,S114_cluster17,2
114,S114_cluster18,2
114,S114_cluster19,3
114,S114_cluster2,3
114,S114_cluster20,3
114,S114_cluster21,8
114,S114_cluster22,2
114,S114_cluster23,2
114,S114_cluster24,2
114,S114_cluster25,3
114,S114_cluster26,2
114,S114_cluster27,2
114,S114_cluster28,4
114,S114_cluster29,2
114,S114_cluster3,5
114,S114_cluster30,2
114,S114_cluster31,3
114,S114_cluster32,3
114,S114_cluster33,2
114,S114_cluster34,2
114,S114_cluster35,2
114,S114_cluster36,4
114,S114_cluster37,3
114,S114_cluster38,2
114,S114_cluster39,2
114,S114_cluster4,2
114,S114_cluster40,2
114,S114_cluster41,2
114,S114_cluster42,2
114,S114_cluster43,2
114,S114_cluster44,2
114,S114_cluster45,4
114,S114_cluster46,2
114,S114_cluster47,5
114,S114_cluster48,6
114,S114_cluster49,5
114,S114_cluster5,10
114,S114_cluster50,2
114,S114_cluster51,2
114,S114_cluster52,3
114,S114_cluster53,2
114,S114_cluster54,2
114,S114_cluster55,2
114,S114_cluster56,2
114,S114_cluster57,2
114,S114_cluster58,2
114,S114_cluster59,4
114,S114_cluster6,6
114,S114_cluster60,2
114,S114_cluster61,2
114,S114_cluster62,2
114,S114_cluster63,3
114,S114_cluster64,2
114,S114_cluster65,2
114,S114_cluster66,2
114,S114_cluster67,2
114,S114_cluster68,3
114,S114_cluster69,8
114,S114_cluster7,2
114,S114_cluster70,4
114,S114_cluster71,3
114,S114_cluster72,2
114,S114_cluster73,2
114,S114_cluster74,3
114,S114_cluster75,2
114,S114_cluster76,2
114,S114_cluster77,2
114,S114_cluster78,2
114,S114_cluster79,2
114,S114_cluster8,2
114,S114_cluster80,2
114,S114_cluster81,2
114,S114_cluster82,2
114,S114_cluster83,2
114,S114_cluster84,2
114,S114_cluster85,2
114,S114_cluster86,7
114,S114_cluster87,3
114,S114_cluster88,2
114,S114_cluster89,3
114,S114_cluster9,2
114,S114_cluster90,2
114,S114_cluster91,4
114,S114_cluster92,2
114,S114_cluster93,3
114,S114_cluster94,2
114,S114_cluster95,3
114,S114_cluster96,2
114,S114_cluster97,2
114,S114_cluster98,2
114,S114_cluster99,3
114,noise,581
115,S115_cluster0,4
115,S115_cluster1,2
115,S115_cluster10,3
115,S115_cluster100,2
115,S115_cluster101,2
115,S115_cluster102,2
115,S115_cluster103,2
115,S115_cluster104,5
115,S115_cluster105,2
115,S115_cluster106,2
115,S115_cluster107,4
115,S115_cluster108,2
115,S115_cluster109,2
115,S115_cluster11,2
115,S115_cluster110,2
115,S115_cluster111,4
115,S115_cluster112,2
115,S115_cluster113,2
115,S115_cluster114,2
115,S115_cluster115,2
115,S115_cluster116,2
115,S115_cluster117,2
115,S115_cluster118,2
115,S115_cluster119,6
115,S115_cluster12,2
115,S115_cluster120,2
115,S115_cluster121,2
115,S115_cluster122,2
115,S115_cluster123,2
115,S115_cluster124,3
115,S115_cluster125,2
115,S115_cluster126,2
115,S115_cluster127,2
115,S115_cluster128,4
115,S115_cluster129,2
115,S115_cluster13,19
115,S115_cluster130,2
115,S115_cluster131,2
115,S115_cluster132,2
115,S115_cluster133,2
115,S115_cluster134,4
115,S115_cluster135,2
115,S115_cluster136,2
115,S115_cluster137,2
115,S115_cluster138,2
115,S115_cluster139,2
115,S115_cluster14,2
115,S115_cluster140,2
115,S115_cluster141,2
115,S115_cluster142,2
115,S115_cluster143,2
115,S115_cluster144,2
115,S115_cluster145,2
115,S115_cluster146,2
115,S115_cluster147,2
115,S115_cluster148,2
115,S115_cluster149,4
115,S115_cluster15,2
115,S115_cluster150,8
115,S115_cluster151,4
115,S115_cluster152,4
115,S115_cluster153,5
115,S115_cluster154,4
115,S115_cluster155,4
115,S115_cluster156,2
115,S115_cluster157,2
115,S115_cluster158,2
115,S115_cluster159,2
115,S115_cluster16,3
115,S115_cluster160,3
115,S115_cluster17,4
115,S115_cluster18,4
115,S115_cluster19,3
115,S115_cluster2,2
115,S115_cluster20,2
115,S115_cluster21,2
115,S115_cluster22,2
115,S115_cluster23,2
115,S115_cluster24,2
115,S115_cluster25,4
115,S115_cluster26,2
115,S115_cluster27,2
115,S115_cluster28,2
115,S115_cluster29,2
115,S115_cluster3,2
115,S115_cluster30,2
115,S115_cluster31,2
115,S115_cluster32,2
115,S115_cluster33,4
115,S115_cluster34,4
115,S115_cluster35,2
115,S115_cluster36,2
115,S115_cluster37,4
115,S115_cluster38,2
115,S115_cluster39,2
115,S115_cluster4,2
115,S115_cluster40,2
115,S115_cluster41,2
115,S115_cluster42,2
115,S115_cluster43,3
115,S115_cluster44,2
115,S115_cluster45,2
115,S115_cluster46,2
115,S115_cluster47,2
115,S115_cluster48,4
115,S115_cluster49,12
115,S115_cluster5,2
115,S115_cluster50,4
115,S115_cluster51,2
115,S115_cluster52,2
115,S115_cluster53,2
115,S115_cluster54,2
115,S115_cluster55,2
115,S115_cluster56,2
115,S115_cluster57,3
115,S115_cluster58,2
115,S115_cluster59,2
115,S115_cluster6,2
115,S115_cluster60,2
115,S115_cluster61,2
115,S115_cluster62,5
115,S115_cluster63,2
115,S115_cluster64,2
115,S115_cluster65,3
115,S115_cluster66,2
115,S115_cluster67,2
115,S115_cluster68,2
115,S115_cluster69,2
115,S115_cluster7,2
115,S115_cluster70,2
115,S115_cluster71,2
115,S115_cluster72,2
115,S115_cluster73,2
115,S115_cluster74,2
115,S115_cluster75,2
115,S115_cluster76,2
115,S115_cluster77,2
115,S115_cluster78,2
115,S115_cluster79,3
115,S115_cluster8,25
115,S115_cluster80,2
115,S115_cluster81,2
115,S115_cluster82,2
115,S115_cluster83,2
115,S115_cluster84,4
115,S115_cluster85,8
115,S115_cluster86,2
115,S115_cluster87,2
115,S115_cluster88,4
115,S115_cluster89,8
115,S115_cluster9,2
115,S115_cluster90,9
115,S115_cluster91,20
115,S115_cluster92,10
115,S115_cluster93,2
115,S115_cluster94,6
115,S115_cluster95,4
115,S115_cluster96,3
115,S115_cluster97,6
115,S115_cluster98,2
115,S115_cluster99,4
115,noise,502
116,S116_cluster0,2
116,S116_cluster1,14
116,S116_cluster10,4
116,S116_cluster100,2
116,S116_cluster101,2
116,S116_cluster102,2
116,S116_cluster103,14
116,S116_cluster104,2
116,S116_cluster105,2
116,S116_cluster106,2
116,S116_cluster107,4
116,S116_cluster108,2
116,S116_cluster109,2
116,S116_cluster11,2
116,S116_cluster110,2
116,S116_cluster111,8
116,S116_cluster112,2
116,S116_cluster113,2
116,S116_cluster114,2
116,S116_cluster115,4
116,S116_cluster116,2
116,S116_cluster117,4
116,S116_cluster118,2
116,S116_cluster119,2
116,S116_cluster12,4
116,S116_cluster120,2
116,S116_cluster121,3
116,S116_cluster122,9
116,S116_cluster123,2
116,S116_cluster124,2
116,S116_cluster125,13
116,S116_cluster126,20
116,S116_cluster127,2
116,S116_cluster128,8
116,S116_cluster129,2
116,S116_cluster13,3
116,S116_cluster130,2
116,S116_cluster131,2
116,S116_cluster132,2
116,S116_cluster14,4
116,S116_cluster15,2
116,S116_cluster16,5
116,S116_cluster17,2
116,S116_cluster18,3
116,S116_cluster19,2
116,S116_cluster2,2
116,S116_cluster20,2
116,S116_cluster21,2
116,S116_cluster22,2
116,S116_cluster23,2
116,S116_cluster24,2
116,S116_cluster25,2
116,S116_cluster26,2
116,S116_cluster27,2
116,S116_cluster28,2
116,S116_cluster29,2
116,S116_cluster3,2
116,S116_cluster30,2
116,S116_cluster31,2
116,S116_cluster32,2
116,S116_cluster33,2
116,S116_cluster34,10
116,S116_cluster35,6
116,S116_cluster36,2
116,S116_cluster37,4
116,S116_cluster38,8
116,S116_cluster39,2
116,S116_cluster4,17
116,S116_cluster40,18
116,S116_cluster41,8
116,S116_cluster42,2
116,S116_cluster43,2
116,S116_cluster44,2
116,S116_cluster45,2
116,S116_cluster46,24
116,S116_cluster47,2
116,S116_cluster48,3
116,S116_cluster49,2
116,S116_cluster5,2
116,S116_cluster50,2
116,S116_cluster51,3
116,S116_cluster52,3
116,S116_cluster53,3
116,S116_cluster54,2
116,S116_cluster55,2
116,S116_cluster56,3
116,S116_cluster57,2
116,S116_cluster58,3
116,S116_cluster59,7
116,S116_cluster6,16
116,S116_cluster60,2
116,S116_cluster61,2
116,S116_cluster62,2
116,S116_cluster63,5
116,S116_cluster64,6
116,S116_cluster65,2
116,S116_cluster66,3
116,S116_cluster67,4
116,S116_cluster68,2
116,S116_cluster69,2
116,S116_cluster7,2
116,S116_cluster70,2
116,S116_cluster71,2
116,S116_cluster72,2
116,S116_cluster73,3
116,S116_cluster74,4
116,S116_cluster75,4
116,S116_cluster76,4
116,S116_cluster77,4
116,S116_cluster78,2
116,S116_cluster79,8
116,S116_cluster8,2
116,S116_cluster80,2
116,S116_cluster81,2
116,S116_cluster82,2
116,S116_cluster83,2
116,S116_cluster84,2
116,S116_cluster85,2
116,S116_cluster86,2
116,S116_cluster87,2
116,S116_cluster88,2
116,S116_cluster89,8
116,S116_cluster9,2
116,S116_cluster90,3
116,S116_cluster91,2
116,S116_cluster92,2
116,S116_cluster93,4
116,S116_cluster94,2
116,S116_cluster95,2
116,S116_cluster96,20
116,S116_cluster97,2
116,S116_cluster98,3
116,S116_cluster99,2
116,noise,487
117,S117_cluster0,7
117,S117_cluster1,2
117,S117_cluster10,2
117,S117_cluster100,2
117,S117_cluster101,2
117,S117_cluster102,2
117,S117_cluster103,2
117,S117_cluster104,2
117,S117_cluster105,2
117,S117_cluster106,2
117,S117_cluster107,2
117,S117_cluster108,2
117,S117_cluster109,2
117,S117_cluster11,4
117,S117_cluster110,4
117,S117_cluster111,9
117,S117_cluster112,3
117,S117_cluster113,10
117,S117_cluster114,2
117,S117_cluster115,2
117,S117_cluster116,2
117,S117_cluster117,6
117,S117_cluster118,2
117,S117_cluster119,2
117,S117_cluster12,2
117,S117_cluster120,2
117,S117_cluster121,2
117,S117_cluster122,2
117,S117_cluster123,2
117,S117_cluster124,2
117,S117_cluster125,2
117,S117_cluster126,2
117,S117_cluster127,2
117,S117_cluster128,2
117,S117_cluster129,3
117,S117_cluster13,2
117,S117_cluster130,2
117,S117_cluster131,3
117,S117_cluster132,2
117,S117_cluster133,6
117,S117_cluster134,4
117,S117_cluster135,2
117,S117_cluster136,4
117,S117_cluster137,2
117,S117_cluster138,2
117,S117_cluster139,2
117,S117_cluster14,6
117,S117_cluster140,2
117,S117_cluster15,2
117,S117_cluster16,2
117,S117_cluster17,2
117,S117_cluster18,3
117,S117_cluster19,2
117,S117_cluster2,5
117,S117_cluster20,2
117,S117_cluster21,2
117,S117_cluster22,2
117,S117_cluster23,4
117,S117_cluster24,2
117,S117_cluster25,2
117,S117_cluster26,2
117,S117_cluster27,2
117,S117_cluster28,2
117,S117_cluster29,2
117,S117_cluster3,4
117,S117_cluster30,2
117,S117_cluster31,2
117,S117_cluster32,2
117,S117_cluster33,2
117,S117_cluster34,3
117,S117_cluster35,2
117,S117_cluster36,4
117,S117_cluster37,4
117,S117_cluster38,3
117,S117_cluster39,2
117,S117_cluster4,33
117,S117_cluster40,2
117,S117_cluster41,2
117,S117_cluster42,2
117,S117_cluster43,3
117,S117_cluster44,4
117,S117_cluster45,2
117,S117_cluster46,2
117,S117_cluster47,2
117,S117_cluster48,2
117,S117_cluster49,2
117,S117_cluster5,22
117,S117_cluster50,3
117,S117_cluster51,2
117,S117_cluster52,2
117,S117_cluster53,3
117,S117_cluster54,2
117,S117_cluster55,2
117,S117_cluster56,2
117,S117_cluster57,2
117,S117_cluster58,2
117,S117_cluster59,2
117,S117_cluster6,4
117,S117_cluster60,2
117,S117_cluster61,3
117,S117_cluster62,2
117,S117_cluster63,2
117,S117_cluster64,4
117,S117_cluster65,5
117,S117_cluster66,18
117,S117_cluster67,2
117,S117_cluster68,2
117,S117_cluster69,2
117,S117_cluster7,2
117,S117_cluster70,2
117,S117_cluster71,3
117,S117_cluster72,2
117,S117_cluster73,3
117,S117_cluster74,3
117,S117_cluster75,2
117,S117_cluster76,2
117,S117_cluster77,2
117,S117_cluster78,3
117,S117_cluster79,5
117,S117_cluster8,24
117,S117_cluster80,2
117,S117_cluster81,2
117,S117_cluster82,2
117,S117_cluster83,2
117,S117_cluster84,2
117,S117_cluster85,2
117,S117_cluster86,2
117,S117_cluster87,4
117,S117_cluster88,2
117,S117_cluster89,4
117,S117_cluster9,3
117,S117_cluster90,3
117,S117_cluster91,2
117,S117_cluster92,2
117,S117_cluster93,4
117,S117_cluster94,2
117,S117_cluster95,2
117,S117_cluster96,2
117,S117_cluster97,2
117,S117_cluster98,2
117,S117_cluster99,2
117,noise,544
118,S118_cluster0,2
118,S118_cluster1,3
118,S118_cluster10,32
118,S118_cluster100,2
118,S118_cluster101,2
118,S118_cluster102,2
118,S118_cluster103,2
118,S118_cluster104,4
118,S118_cluster105,2
118,S118_cluster106,2
118,S118_cluster107,2
118,S118_cluster108,2
118,S118_cluster109,2
118,S118_cluster11,3
118,S118_cluster110,2
118,S118_cluster111,2
118,S118_cluster112,2
118,S118_cluster113,3
118,S118_cluster114,2
118,S118_cluster115,2
118,S118_cluster116,2
118,S118_cluster117,2
118,S118_cluster118,2
118,S118_cluster119,2
118,S118_cluster12,2
118,S118_cluster120,2
118,S118_cluster121,3
118,S118_cluster122,3
118,S118_cluster123,3
118,S118_cluster124,2
118,S118_cluster125,2
118,S118_cluster126,3
118,S118_cluster127,2
118,S118_cluster128,2
118,S118_cluster129,2
118,S118_cluster13,3
118,S118_cluster130,2
118,S118_cluster131,2
118,S118_cluster132,2
118,S118_cluster133,2
118,S118_cluster134,2
118,S118_cluster135,2
118,S118_cluster136,2
118,S118_cluster137,2
118,S118_cluster138,2
118,S118_cluster139,2
118,S118_cluster14,3
118,S118_cluster140,5
118,S118_cluster141,5
118,S118_cluster142,2
118,S118_cluster143,2
118,S118_cluster144,2
118,S118_cluster145,2
118,S118_cluster146,2
118,S118_cluster15,2
118,S118_cluster16,2
118,S118_cluster17,6
118,S118_cluster18,6
118,S118_cluster19,2
118,S118_cluster2,4
118,S118_cluster20,3
118,S118_cluster21,2
118,S118_cluster22,3
118,S118_cluster23,4
118,S118_cluster24,2
118,S118_cluster25,8
118,S118_cluster26,2
118,S118_cluster27,2
118,S118_cluster28,2
118,S118_cluster29,2
118,S118_cluster3,13
118,S118_cluster30,7
118,S118_cluster31,2
118,S118_cluster32,4
118,S118_cluster33,2
118,S118_cluster34,2
118,S118_cluster35,2
118,S118_cluster36,2
118,S118_cluster37,2
118,S118_cluster38,8
118,S118_cluster39,2
118,S118_cluster4,2
118,S118_cluster40,6
118,S118_cluster41,2
118,S118_cluster42,4
118,S118_cluster43,2
118,S118_cluster44,2
118,S118_cluster45,2
118,S118_cluster46,2
118,S118_cluster47,6
118,S118_cluster48,2
118,S118_cluster49,2
118,S118_cluster5,2
118,S118_cluster50,2
118,S118_cluster51,2
118,S118_cluster52,2
118,S118_cluster53,2
118,S118_cluster54,2
118,S118_cluster55,2
118,S118_cluster56,2
118,S118_cluster57,2
118,S118_cluster58,2
118,S118_cluster59,3
118,S118_cluster6,2
118,S118_cluster60,2
118,S118_cluster61,2
118,S118_cluster62,2
118,S118_cluster63,2
118,S118_cluster64,2
118,S118_cluster65,8
118,S118_cluster66,4
118,S118_cluster67,2
118,S118_cluster68,2
118,S118_cluster69,3
118,S118_cluster7,35
118,S118_cluster70,5
118,S118_cluster71,9
118,S118_cluster72,6
118,S118_cluster73,2
118,S118_cluster74,3
118,S118_cluster75,5
118,S118_cluster76,2
118,S118_cluster77,2
118,S118_cluster78,2
118,S118_cluster79,2
118,S118_cluster8,4
118,S118_cluster80,2
118,S118_cluster81,2
118,S118_cluster82,2
118,S118_cluster83,2
118,S118_cluster84,2
118,S118_cluster85,2
118,S118_cluster86,4
118,S118_cluster87,2
118,S118_cluster88,2
118,S118_cluster89,9
118,S118_cluster9,2
118,S118_cluster90,2
118,S118_cluster91,2
118,S118_cluster92,2
118,S118_cluster93,2
118,S118_cluster94,2
118,S118_cluster95,2
118,S118_cluster96,2
118,S118_cluster97,2
118,S118_cluster98,2
118,S118_cluster99,2
118,noise,533
119,S119_cluster0,2
119,S119_cluster1,2
119,S119_cluster10,2
119,S119_cluster100,2
119,S119_cluster101,2
119,S119_cluster102,7
119,S119_cluster103,3
119,S119_cluster104,2
119,S119_cluster105,2
119,S119_cluster106,2
119,S119_cluster107,2
119,S119_cluster108,2
119,S119_cluster109,2
119,S119_cluster11,2
119,S119_cluster110,2
119,S119_cluster111,2
119,S119_cluster112,3
119,S119_cluster113,2
119,S119_cluster114,2
119,S119_cluster115,2
